location,depth,transect,point,metric,group,status
se,dp,two,28,540,POCI,P
se,dp,two,29,560,POCI,P
se,dp,two,30,580,POCI,na
se,dp,two,31,600,POCI,na
se,dp,two,32,620,POCI,na
se,dp,two,33,640,CCA,na
se,dp,two,34,660,POCI,P
se,dp,two,35,680,POCI,P
se,dp,two,36,700,PLOB,na
se,dp,two,37,720,PLOB,PB
se,dp,two,38,740,ROCK,BARE
se,dp,two,39,760,PLOB,na
se,dp,two,40,780,POCI,P
se,dp,two,41,800,DC,BARE
se,dp,two,42,820,POCI,P
se,dp,two,43,840,POCI,BL
se,dp,two,44,860,PLOB,na
se,dp,two,45,880,POCI,na
se,dp,two,46,900,POCI,P
se,dp,two,47,920,POCI,P
se,dp,two,48,940,POCI,P
se,dp,two,49,960,POCI,P
se,dp,two,50,980,POCI,PB
se,dp,two,51,1000,PLOB,na
se,dp,two,52,1020,ROCK,BARE
se,dp,two,53,1040,POCI,PB
se,dp,two,54,1060,PLOB,PB
se,dp,two,55,1080,POCI,na
se,dp,two,56,1100,PLOB,na
se,dp,two,57,1120,PLOB,na
se,dp,two,58,1140,PLOB,P
se,dp,two,59,1160,PLOB,na
se,dp,two,60,1180,PLOB,na
se,dp,two,61,1200,POCI,P
se,dp,two,62,1220,PLOB,na
se,dp,two,63,1240,DC,BARE
se,dp,two,64,1260,POCI,PB
se,dp,two,65,1280,POCI,BL
se,dp,two,66,1300,POCI,na
se,dp,two,67,1320,POCI,na
se,dp,two,68,1340,ROCK,BARE
se,dp,two,69,1360,POCI,na
se,dp,two,70,1380,POCI,PB
se,dp,two,71,1400,POCI,PB
se,dp,two,72,1420,PLOB,na
se,dp,two,73,1440,PLOB,na
se,dp,two,74,1460,PLOB,na
se,dp,two,75,1480,PLOB,na
se,dp,two,76,1500,PLOB,na
se,dp,two,77,1520,PLOB,na
se,dp,two,78,1540,POCI,na
se,dp,two,79,1560,CCA,na
se,dp,two,80,1580,CCA,na
se,dp,two,81,1600,CCA,na
se,dp,two,82,1620,PLOB,na
se,dp,two,83,1640,CCA,na
se,dp,two,84,1660,POCI,na
se,dp,two,85,1680,CCA,na
se,dp,two,86,1700,PLOB,na
se,dp,two,87,1720,DC,BARE
se,dp,two,88,1740,PLOB,P
se,dp,two,89,1760,POCI,na
se,dp,two,90,1780,POCI,na
se,dp,two,91,1800,POCI,PB
se,dp,two,92,1820,POCI,P
se,dp,two,93,1840,POCI,na
se,dp,two,94,1860,POCI,na
se,dp,two,95,1880,POCI,na
se,dp,two,96,1900,POCI,na
se,dp,two,97,1920,POCI,na
se,dp,two,98,1940,POCI,na
se,dp,two,99,1960,POCI,na
se,dp,two,100,1980,POCI,na
se,dp,two,101,2000,PLOB,na
se,dp,two,102,2020,PLOB,na
se,dp,two,103,2040,PLOB,na
se,dp,two,104,2060,PLOB,na
se,dp,two,105,2080,PLOB,na
se,dp,two,106,2100,na,na
se,dp,two,107,2120,na,na
se,dp,two,108,2140,na,na
se,dp,two,109,2160,na,na
se,dp,two,110,2180,na,na
se,dp,two,111,2200,na,na
se,dp,two,112,2220,na,na
se,dp,two,113,2240,na,na
se,dp,two,114,2260,na,na
se,dp,two,115,2280,na,na
se,dp,two,116,2300,na,na
se,dp,two,117,2320,na,na
se,dp,two,118,2340,na,na
se,dp,two,119,2360,na,na
se,dp,two,120,2380,na,na
se,dp,two,121,2400,na,na
se,dp,two,122,2420,na,na
se,dp,two,123,2440,na,na
se,dp,two,124,2460,na,na
se,dp,two,125,2480,na,na
se,dp,two,126,2500,na,na
